doc_id,customer_id,age,education,job,balance,duration,complaint,support_response,converted
2770,CUST0162,49,tertiary,services,37123.25,101,Two-factor authentication is not working on my Android device after the latest app update.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2771,CUST0359,44,tertiary,technician,24660.04,807,"I lost my debit card and reported it, but a replacement card has not arrived after three weeks.","For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
2772,CUST0396,34,tertiary,unknown,10168.49,84,An international wire transfer I placed last week is still in pending status.,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,1
2773,CUST0522,47,secondary,retired,282.27,93,I noticed an unknown annual fee deducted from my account. This was not mentioned when I opened the account.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
2774,CUST0049,44,tertiary,management,40453.98,188,I received a phishing SMS appearing to come from your bank. Please investigate the source.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2775,CUST0016,33,tertiary,retired,551.1,64,Is the processing fee for a personal loan refundable if my application is rejected?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
2776,CUST0714,45,secondary,unknown,3746.21,239,My account was charged a minimum balance penalty even though my balance was above the required threshold.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
2777,CUST0698,25,secondary,technician,-3642.73,33,I was charged an unexpected maintenance fee on my savings account without any prior notification.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
2778,CUST0206,29,secondary,blue-collar,1241.2,22,Are there any charges for requesting a physical account statement?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
2779,CUST0740,52,secondary,self-employed,21011.02,153,My card PIN was changed without my consent. I suspect unauthorized access to my account.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2780,CUST0550,33,primary,blue-collar,13937.87,162,Are there any charges for requesting a physical account statement?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
2781,CUST0552,38,primary,retired,2156.1,22,How long does it take to receive a replacement debit card after reporting it lost?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
2782,CUST0646,37,secondary,technician,2069.46,665,Is the processing fee for a personal loan refundable if my application is rejected?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
2783,CUST0478,44,primary,housemaid,5339.95,170,My personal details were shared with a third party without my consent.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
2784,CUST0361,46,unknown,entrepreneur,3822.33,32,My account was closed without prior notice even though there were no violations on my part.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2785,CUST0368,40,tertiary,management,336.69,74,My account was closed without prior notice even though there were no violations on my part.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2786,CUST0102,35,tertiary,unknown,8190.68,322,My account was closed without prior notice even though there were no violations on my part.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
2787,CUST0395,54,secondary,self-employed,-373.65,148,Do you offer forex cards for international travel?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2788,CUST0311,37,secondary,blue-collar,570.49,41,The nominee details I submitted are not reflecting correctly in my account profile.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
2789,CUST0484,42,tertiary,entrepreneur,142.34,21,My account has been frozen due to a KYC mismatch that I have already clarified with the branch.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2790,CUST0606,63,secondary,blue-collar,5458.37,112,I have been trying to update my address for two months but the request keeps getting rejected.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2791,CUST0381,30,tertiary,self-employed,41355.68,82,What is the maximum amount I can transfer via IMPS in a single transaction?,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
2792,CUST0542,26,secondary,services,1965.01,213,The insurance premium linked to my account was deducted twice in the same month.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
2793,CUST0386,42,primary,blue-collar,14106.2,518,The e-statement email I should receive every month has not arrived for the last three months.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2794,CUST0074,59,tertiary,retired,41932.17,56,The OTP for online transactions is not being delivered to my registered mobile number.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2795,CUST0440,39,tertiary,student,4286.35,386,The mobile banking app crashes every time I try to initiate a fund transfer.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2796,CUST0342,43,tertiary,admin.,3221.53,506,An international wire transfer I placed last week is still in pending status.,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
2797,CUST0392,46,tertiary,self-employed,28740.07,464,What is the annual fee for a platinum credit card?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
2798,CUST0119,54,secondary,retired,35018.91,607,My joint account holder passed away and I need assistance converting it to a single account.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2799,CUST0582,35,secondary,management,28448.23,369,Can I apply for a loan top-up on my existing home loan?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2800,CUST0742,25,primary,management,735.6,180,My recurring deposit matured but the interest credited is lower than the rate promised at opening.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2801,CUST0491,40,primary,admin.,917.96,105,What documents are needed to apply for a car loan?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2802,CUST0321,41,secondary,retired,341.15,135,What is the maximum tenure for a personal loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
2803,CUST0213,51,tertiary,retired,17340.15,412,Do you offer forex cards for international travel?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2804,CUST0135,29,tertiary,entrepreneur,4325.62,71,What is the maximum tenure for a personal loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,1
2805,CUST0196,45,primary,technician,19795.9,34,I was charged a late payment fee even though I paid before the due date. Please investigate.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
2806,CUST0474,56,tertiary,student,4767.21,30,What should I do if my mobile banking app is not showing updated balance?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2807,CUST0100,37,secondary,management,2150.97,350,I tried to withdraw cash from the ATM but it ran out of notes midway and did not credit the amount back.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
2808,CUST0185,37,tertiary,self-employed,19651.28,286,My personal details were shared with a third party without my consent.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
2809,CUST0615,69,tertiary,retired,16046.4,137,Are there any charges for using my card at international ATMs?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",1
2810,CUST0320,38,primary,unknown,2753.25,64,My registered mobile number and email address were changed without my authorisation.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2811,CUST0073,40,secondary,retired,3145.14,226,My recurring deposit matured but the interest credited is lower than the rate promised at opening.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2812,CUST0686,49,tertiary,retired,6053.58,10,How do I redeem credit card reward points for cashback?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2813,CUST0547,47,tertiary,student,684.45,167,My card PIN was changed without my consent. I suspect unauthorized access to my account.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2814,CUST0642,60,secondary,management,3932.95,101,"I visited the branch three times to update my KYC, but it is still showing as incomplete in the system.",Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2815,CUST0487,32,secondary,unknown,1089.33,762,How can I enable international transactions on my debit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2816,CUST0110,39,primary,student,20786.69,141,How many free ATM transactions am I entitled to per month?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
2817,CUST0365,48,tertiary,unknown,1982.03,160,What is the interest rate for a savings account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2818,CUST0395,54,secondary,self-employed,-373.65,249,Can you explain the difference between a current account and a savings account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2819,CUST0546,30,tertiary,blue-collar,5839.13,132,I noticed an unfamiliar device logged into my net banking account. Please lock my account immediately.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
2820,CUST0076,50,secondary,services,12594.47,50,Your customer care executive was rude and dismissive when I called to report a fraud.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2821,CUST0212,54,secondary,management,679.9,154,How do I add a nominee to my existing bank account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2822,CUST0320,38,primary,unknown,2753.25,577,I cancelled my mutual fund investment two weeks ago but the redemption amount has not been credited.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2823,CUST0417,59,secondary,technician,2457.62,105,A fixed deposit that matured last week has not been credited to my account.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
2824,CUST0289,43,primary,housemaid,5783.71,227,I received a phishing SMS appearing to come from your bank. Please investigate the source.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2825,CUST0281,41,tertiary,admin.,212.69,763,A fund transfer I initiated three days ago has not reached the beneficiary account.,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
2826,CUST0431,26,secondary,blue-collar,12470.04,354,Two-factor authentication is not working on my Android device after the latest app update.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2827,CUST0396,34,tertiary,unknown,10168.49,215,What documents are needed to apply for a car loan?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2828,CUST0192,50,tertiary,technician,529.12,266,I received a new card but it was not activated despite following all the steps correctly.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2829,CUST0074,59,tertiary,retired,41932.17,551,How can I enable international transactions on my debit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
2830,CUST0593,46,tertiary,management,12769.49,642,My complaint raised 10 days ago has still not been assigned a reference number.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
2831,CUST0590,30,tertiary,self-employed,10023.79,694,What is the penal interest rate for late credit card payments?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2832,CUST0253,65,primary,technician,10258.5,196,How do I change my internet banking password?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2833,CUST0477,47,unknown,technician,10590.9,97,My recurring deposit matured but the interest credited is lower than the rate promised at opening.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
2834,CUST0325,28,primary,technician,3901.79,28,How is the EMI calculated for a personal loan of Rs. 5 lakhs?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
2835,CUST0452,51,tertiary,unknown,12530.79,97,The OTP for online transactions is not being delivered to my registered mobile number.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2836,CUST0495,58,secondary,self-employed,6109.92,572,What is the maximum tenure for a personal loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
2837,CUST0692,54,tertiary,retired,6777.31,441,The contactless payment feature on my new debit card is not working at any terminal.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2838,CUST0492,58,tertiary,housemaid,1420.6,148,"I was given incorrect information by a phone banking agent, which led to financial loss.","Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2839,CUST0052,35,tertiary,self-employed,14536.24,154,What is the credit limit on a standard Visa credit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2840,CUST0432,18,tertiary,student,5642.45,73,Can I increase my debit card daily withdrawal limit?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2841,CUST0078,36,tertiary,admin.,9198.65,121,My account was closed without prior notice even though there were no violations on my part.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
2842,CUST0343,43,tertiary,blue-collar,1727.25,250,How can I enable international transactions on my debit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
2843,CUST0290,33,primary,technician,30346.23,102,How do I change my internet banking password?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2844,CUST0229,31,secondary,student,-3943.94,41,How do I check the status of my loan application?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2845,CUST0357,40,secondary,admin.,37023.25,155,How do I redeem credit card reward points for cashback?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2846,CUST0555,44,secondary,technician,5852.78,51,I was promised a lower interest rate but my loan agreement shows a higher rate than agreed.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
2847,CUST0223,48,tertiary,technician,7208.82,732,My card was cloned and several fraudulent transactions appeared on my statement.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
2848,CUST0533,39,tertiary,management,4795.56,98,My card was cloned and several fraudulent transactions appeared on my statement.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
2849,CUST0633,38,secondary,admin.,1073.9,480,What should I do if my mobile banking app is not showing updated balance?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2850,CUST0143,21,secondary,admin.,-1526.18,51,I submitted all loan documents three weeks ago but have not received any update on my application.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2851,CUST0467,47,secondary,self-employed,1637.8,41,My card was cloned and several fraudulent transactions appeared on my statement.,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2852,CUST0642,60,secondary,management,3932.95,191,I have been unable to log in to internet banking for the past two days due to a technical error.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2853,CUST0072,58,tertiary,entrepreneur,2203.29,302,My account has been frozen due to a KYC mismatch that I have already clarified with the branch.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2854,CUST0537,30,secondary,management,20897.09,167,I was charged an unexpected maintenance fee on my savings account without any prior notification.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
2855,CUST0315,56,primary,technician,3884.81,52,What is the process for disputing a transaction on my credit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2856,CUST0224,21,primary,student,48559.59,10,Can I convert my credit card bill into EMI after the purchase?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",0
2857,CUST0556,35,tertiary,services,1091.11,192,I deposited cash at the branch counter but the amount is not reflecting in my account after 48 hours.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
2858,CUST0608,25,secondary,admin.,7279.74,28,The nominee details I submitted are not reflecting correctly in my account profile.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
2859,CUST0724,49,secondary,self-employed,5528.31,84,Are there any charges for requesting a physical account statement?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
2860,CUST0183,27,tertiary,retired,477.56,225,What documents are needed to apply for a car loan?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2861,CUST0176,50,tertiary,unknown,1004.92,20,The loan repayment schedule provided at disbursement does not match the amounts being debited.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
2862,CUST0336,38,tertiary,management,3576.05,27,My account was debited twice for the same transaction. I need an immediate refund.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,1
2863,CUST0341,30,tertiary,entrepreneur,9506.45,12,The insurance premium linked to my account was deducted twice in the same month.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
2864,CUST0038,18,secondary,technician,1050.42,900,Do you offer forex cards for international travel?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
2865,CUST0634,35,primary,self-employed,893.73,97,What are the eligibility criteria for a student loan?,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
2866,CUST0411,49,secondary,unknown,10744.34,472,Can I apply for a loan top-up on my existing home loan?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2867,CUST0194,25,tertiary,self-employed,39123.27,69,Can I increase my debit card daily withdrawal limit?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
2868,CUST0419,54,unknown,services,8886.48,279,How do I link my account to third-party payment apps?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2869,CUST0053,32,secondary,admin.,-2633.47,49,Does your bank offer recurring deposit schemes for senior citizens?,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2870,CUST0277,42,tertiary,student,44323.36,137,Hidden charges appeared on my credit card statement that were never disclosed at the time of application.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
2871,CUST0105,38,secondary,retired,36204.0,348,I have sent four emails regarding my issue and none of them have received a response.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2872,CUST0500,23,tertiary,unknown,4234.13,338,How do I register for internet banking?,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
2873,CUST0501,51,unknown,admin.,13228.21,316,Can I convert my credit card bill into EMI after the purchase?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
2874,CUST0570,36,secondary,management,6653.08,347,I received a phishing SMS appearing to come from your bank. Please investigate the source.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2875,CUST0073,40,secondary,retired,3145.14,47,I pre-paid part of my loan but the outstanding balance in the app has not been updated.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2876,CUST0701,34,unknown,services,5878.4,131,Is there a transaction limit for NEFT transfers?,Fund transfers can sometimes be delayed due to network issues (Doc-508). We are tracking the transaction reference and will credit the funds back if the transfer failed.,0
2877,CUST0650,48,secondary,blue-collar,3562.04,132,My account was charged a minimum balance penalty even though my balance was above the required threshold.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
2878,CUST0603,50,tertiary,self-employed,-3207.55,442,"I was given incorrect information by a phone banking agent, which led to financial loss.","Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2879,CUST0174,44,secondary,technician,3454.81,70,How can I enable international transactions on my debit card?,"For card security (Doc-204), please block your card immediately via the mobile app if lost or compromised. A replacement card typically takes 7-10 business days. We are checking the specific status of your card.",1
2880,CUST0379,66,tertiary,technician,1964.6,536,Can I schedule future-dated payments through the mobile app?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
2881,CUST0128,33,tertiary,blue-collar,9213.48,119,The loan repayment schedule provided at disbursement does not match the amounts being debited.,Your loan query has been escalated (Doc-401). Interest rate changes or EMI schedules are governed by the terms in your loan agreement. A representative will contact you within 24 hours with specifics.,0
2882,CUST0279,41,tertiary,retired,35722.43,221,An international transaction fee was applied to a domestic purchase. This is clearly a system error.,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
2883,CUST0602,29,secondary,management,31593.22,62,Do you charge a fee for NEFT transfers done through the branch?,"Based on our fee schedule (Doc-102), unexpected charges may relate to minimum balance rules or international transaction fees. We have raised a ticket to review your specific account charges and process any eligible refund.",0
2884,CUST0158,46,unknown,technician,48409.48,105,My personal details were shared with a third party without my consent.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",1
2885,CUST0703,32,secondary,blue-collar,1308.42,247,Your customer care executive was rude and dismissive when I called to report a fraud.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2886,CUST0719,36,tertiary,unknown,2473.47,143,What documents are needed to apply for a car loan?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2887,CUST0684,46,tertiary,management,1836.92,533,Scheduled recurring payments through the app were not processed on the specified dates.,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",0
2888,CUST0240,50,secondary,admin.,-3138.12,267,How do I add a nominee to my existing bank account?,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2889,CUST0320,38,primary,unknown,2753.25,166,I deposited cash at the branch counter but the amount is not reflecting in my account after 48 hours.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2890,CUST0693,27,tertiary,self-employed,27201.07,435,My registered mobile number and email address were changed without my authorisation.,"Thank you for reaching out. Based on our policy documents (Doc-999), we are reviewing your query and a customer support agent will follow up with you shortly with a detailed resolution.",0
2891,CUST0645,37,secondary,services,4362.63,219,My monthly account statement shows transactions I did not authorize.,Account or KYC updates require verification (Doc-602). Please ensure you have submitted the latest valid ID proof. We are reviewing your account status and will update you shortly.,0
2892,CUST0015,19,secondary,student,4067.79,208,Can I schedule future-dated payments through the mobile app?,"We apologize for the technical difficulties (Doc-305). Please try clearing your app cache or resetting your password using the 'Forgot Password' link. If the issue persists, our technical team has been notified.",1
